user_id	avg_pay_amt	avg_pay_amt_weekdays
6324	[29,36)	[29,36)
6325	>=65	>=65
6326	[49,65)	[49,65)
6327	[36,49)	[36,49)
6328	[29,36)	[29,36)
6329	[36,49)	[36,49)
6330	<29	<29
6331	>=65	>=65
6332	[49,65)	>=65
6333	[36,49)	[29,36)
6334	>=65	[49,65)
6335	[36,49)	[36,49)
6336	[36,49)	未知
6337	<29	<29
6338	>=65	>=65
6339	[49,65)	未知
6340	>=65	>=65
6341	>=65	[49,65)
6342	[36,49)	[36,49)
6343	[49,65)	[49,65)
6344	>=65	>=65
6345	[36,49)	[36,49)
6346	<29	<29
6347	>=65	>=65
6348	[49,65)	未知
6349	<29	<29
6350	<29	<29
6351	[36,49)	[36,49)
6352	[49,65)	未知
6353	[49,65)	[49,65)
6354	>=65	>=65
6355	[29,36)	<29
6356	<29	<29
6357	<29	<29
6358	[36,49)	[36,49)
6359	<29	<29
6360	[36,49)	[36,49)
6361	>=65	>=65
6362	[49,65)	[49,65)
6363	>=65	>=65
6364	>=65	>=65
6365	[36,49)	[36,49)
6366	>=65	>=65
6367	>=65	[49,65)
6368	<29	<29
6369	[36,49)	[36,49)
6370	[36,49)	[36,49)
6371	<29	<29
6372	[36,49)	[36,49)
6373	<29	<29
6374	[29,36)	<29
6375	>=65	>=65
6376	<29	<29
6377	[49,65)	[49,65)
6378	[36,49)	[36,49)
6379	[29,36)	[29,36)
6380	[49,65)	[49,65)
6381	<29	<29
6382	<29	[29,36)
6383	>=65	>=65
6384	[49,65)	[49,65)
6385	[49,65)	[49,65)
6386	>=65	>=65
6387	[29,36)	<29
6388	>=65	>=65
6389	[49,65)	[49,65)
6390	<29	<29
6391	[36,49)	未知
6392	[29,36)	[29,36)
6393	[36,49)	[36,49)
6394	<29	<29
6395	[49,65)	[49,65)
6396	>=65	>=65
6397	[36,49)	[36,49)
6398	[36,49)	[36,49)
6399	[36,49)	[29,36)
6400	[36,49)	[36,49)
6401	<29	<29
6402	[36,49)	未知
6403	[36,49)	[36,49)
6404	[49,65)	[49,65)
6405	<29	<29
6406	[29,36)	[29,36)
6407	[36,49)	[36,49)
6408	<29	[29,36)
6409	[36,49)	[36,49)
6410	[29,36)	[29,36)
6411	[49,65)	[49,65)
6412	>=65	>=65
6413	[49,65)	[49,65)
6414	[49,65)	[49,65)
6415	<29	<29
6416	[49,65)	[49,65)
6417	[36,49)	[36,49)
6418	<29	<29
6419	[49,65)	[49,65)
6420	>=65	>=65
6421	[36,49)	[29,36)
6422	[36,49)	[29,36)
6423	>=65	>=65
6424	[29,36)	[29,36)
6425	>=65	>=65
6426	>=65	>=65
6427	[49,65)	未知
6428	[29,36)	[29,36)
6429	<29	<29
6430	>=65	>=65
6431	>=65	>=65
6432	>=65	>=65
6433	[36,49)	[36,49)
6434	<29	<29
6435	[29,36)	[29,36)
6436	[36,49)	[36,49)
6437	[36,49)	[36,49)
6438	>=65	>=65
6439	<29	<29
6440	[36,49)	[36,49)
6441	[36,49)	[36,49)
6442	[49,65)	[49,65)
6443	<29	<29
6444	[29,36)	<29
6445	<29	<29
6446	[49,65)	[36,49)
6447	[49,65)	[49,65)
6448	[29,36)	[29,36)
6449	>=65	>=65
6450	<29	<29
6451	>=65	[49,65)
6452	[29,36)	[29,36)
6453	>=65	>=65
6454	[49,65)	[49,65)
6455	<29	<29
6456	[49,65)	[49,65)
6457	[29,36)	[29,36)
6458	[49,65)	[49,65)
6459	[29,36)	[29,36)
6460	>=65	>=65
6461	<29	<29
6462	[29,36)	[29,36)
6463	[36,49)	[36,49)
6464	<29	<29
6465	>=65	[49,65)
6466	[36,49)	[36,49)
6467	[49,65)	[49,65)
6468	<29	<29
6469	>=65	>=65
6470	<29	<29
6471	[49,65)	[49,65)
6472	[36,49)	[36,49)
6473	[36,49)	[36,49)
6474	[49,65)	[49,65)
6475	<29	<29
6476	[29,36)	[29,36)
6477	>=65	>=65
6478	<29	<29
6479	<29	[29,36)
6480	[49,65)	未知
6481	>=65	>=65
6482	[49,65)	[49,65)
6483	[36,49)	[36,49)
6484	>=65	[49,65)
6485	[29,36)	[29,36)
6486	[29,36)	[29,36)
6487	[36,49)	[36,49)
6488	>=65	>=65
6489	[29,36)	[29,36)
6490	>=65	>=65
6491	[36,49)	[36,49)
6492	<29	<29
6493	[49,65)	[49,65)
6494	[36,49)	[36,49)
6495	[49,65)	[49,65)
6496	<29	<29
6497	[36,49)	[36,49)
6498	[49,65)	[49,65)
6499	[49,65)	[49,65)
6500	>=65	>=65
6501	>=65	>=65
6502	[36,49)	未知
6503	>=65	>=65
6504	<29	<29
6505	[36,49)	[36,49)
6506	[36,49)	[36,49)
6507	[49,65)	[49,65)
6508	[36,49)	[36,49)
6509	>=65	>=65
6510	[49,65)	未知
6511	[36,49)	未知
6512	[36,49)	[36,49)
6513	<29	<29
6514	>=65	>=65
6515	[49,65)	[49,65)
6516	>=65	>=65
6517	<29	<29
6518	>=65	>=65
6519	>=65	>=65
6520	>=65	>=65
6521	<29	<29
6522	>=65	>=65
6523	[36,49)	[36,49)
6524	>=65	>=65
6525	[36,49)	[36,49)
6526	>=65	>=65
6527	[49,65)	[49,65)
6528	<29	<29
6529	>=65	>=65
6530	[29,36)	[29,36)
6531	[29,36)	[29,36)
6532	<29	<29
6533	[36,49)	[36,49)
6534	[49,65)	[49,65)
6535	[29,36)	<29
6536	[29,36)	[29,36)
6537	[49,65)	[49,65)
6538	<29	<29
6539	>=65	>=65
6540	>=65	>=65
6541	[49,65)	[49,65)
6542	[36,49)	[36,49)
6543	<29	<29
6544	<29	<29
6545	<29	<29
6546	[29,36)	[29,36)
6547	>=65	>=65
6548	[49,65)	[49,65)
6549	>=65	>=65
6550	>=65	>=65
6551	<29	<29
6552	<29	<29
6553	[36,49)	[36,49)
6554	<29	<29
6555	>=65	>=65
6556	[36,49)	[36,49)
6557	<29	<29
6558	<29	<29
6559	[49,65)	[49,65)
6560	[36,49)	[36,49)
6561	<29	<29
6562	<29	<29
6563	<29	<29
6564	<29	<29
6565	[36,49)	[36,49)
6566	>=65	>=65
6567	[49,65)	[49,65)
6568	[49,65)	未知
6569	>=65	>=65
6570	[36,49)	[36,49)
6571	>=65	>=65
6572	[29,36)	[29,36)
6573	<29	<29
6574	[36,49)	[36,49)
6575	[36,49)	[29,36)
6576	[29,36)	[29,36)
6577	[36,49)	[29,36)
6578	[36,49)	[36,49)
6579	[49,65)	[49,65)
6580	[36,49)	[36,49)
6581	<29	<29
6582	>=65	>=65
6583	[29,36)	[29,36)
6584	<29	<29
6585	[36,49)	[36,49)
6586	[36,49)	[36,49)
6587	>=65	>=65
6588	<29	<29
6589	<29	<29
6590	[36,49)	[36,49)
6591	[49,65)	>=65
6592	[36,49)	[36,49)
6593	[36,49)	未知
6594	<29	<29
6595	[36,49)	[36,49)
6596	[36,49)	[36,49)
6597	[36,49)	[29,36)
6598	<29	<29
6599	[36,49)	[36,49)
6600	[29,36)	<29
6601	<29	<29
6602	[49,65)	[49,65)
6603	<29	<29
6604	[29,36)	[29,36)
6605	[29,36)	[29,36)
6606	>=65	>=65
6607	<29	<29
6608	[49,65)	[49,65)
6609	<29	<29
6610	<29	<29
6611	>=65	>=65
6612	>=65	>=65
6613	>=65	>=65
6614	[36,49)	[36,49)
6615	[36,49)	[36,49)
6616	<29	<29
6617	<29	<29
6618	<29	<29
6619	<29	<29
6620	[29,36)	[29,36)
6621	[49,65)	[49,65)
6622	[36,49)	[36,49)
6623	[36,49)	未知
6624	[29,36)	[29,36)
6625	>=65	>=65
6626	[36,49)	[36,49)
6627	[29,36)	[29,36)
6628	[36,49)	[36,49)
6629	[29,36)	[36,49)
6630	[36,49)	[36,49)
6631	[29,36)	[29,36)
6632	>=65	>=65
6633	>=65	>=65
6634	<29	<29
6635	<29	<29
6636	[29,36)	[29,36)
6637	>=65	>=65
6638	[29,36)	<29
6639	[36,49)	[36,49)
6640	>=65	>=65
6641	>=65	>=65
6642	>=65	>=65
6643	>=65	>=65
6644	[49,65)	[49,65)
6645	[49,65)	[49,65)
6646	[49,65)	[49,65)
6647	<29	<29
6648	[29,36)	[29,36)
6649	[29,36)	[29,36)
6650	[36,49)	未知
6651	[36,49)	[36,49)
6652	<29	<29
6653	<29	<29
6654	>=65	>=65
6655	[29,36)	[29,36)
6656	<29	<29
6657	[36,49)	[36,49)
6658	[29,36)	[29,36)
6659	[36,49)	[29,36)
6660	[49,65)	[49,65)
6661	[36,49)	[36,49)
6662	>=65	[49,65)
6663	<29	<29
6664	[29,36)	[29,36)
6665	>=65	>=65
6666	[36,49)	[29,36)
6667	[49,65)	[49,65)
6668	>=65	>=65
6669	[49,65)	[49,65)
6670	[29,36)	[29,36)
6671	[36,49)	[36,49)
6672	>=65	>=65
6673	[49,65)	[49,65)
6674	>=65	>=65
6675	[36,49)	未知
6676	>=65	>=65
6677	<29	<29
6678	[36,49)	[36,49)
6679	[29,36)	[29,36)
6680	<29	<29
6681	[29,36)	[29,36)
6682	[36,49)	[36,49)
6683	>=65	>=65
6684	[36,49)	[36,49)
6685	[36,49)	[36,49)
6686	[36,49)	[36,49)
6687	>=65	>=65
6688	<29	<29
6689	>=65	>=65
6690	>=65	>=65
6691	>=65	>=65
6692	[29,36)	[29,36)
6693	>=65	>=65
6694	[49,65)	[49,65)
6695	>=65	>=65
6696	[49,65)	[49,65)
6697	[29,36)	[29,36)
6698	[49,65)	[49,65)
6699	>=65	>=65
6700	[49,65)	[49,65)
6701	[36,49)	[36,49)
6702	[36,49)	[36,49)
6703	[36,49)	[36,49)
6704	[29,36)	[36,49)
6705	[36,49)	[36,49)
6706	<29	<29
6707	[49,65)	[49,65)
6708	<29	<29
6709	>=65	>=65
6710	>=65	>=65
6711	>=65	>=65
6712	[49,65)	未知
6713	[36,49)	[36,49)
6714	[49,65)	未知
6715	[36,49)	[36,49)
6716	>=65	>=65
6717	[29,36)	[29,36)
6718	<29	<29
6719	[29,36)	[29,36)
6720	[49,65)	[36,49)
6721	[36,49)	[36,49)
6722	>=65	>=65
6723	<29	<29
6724	>=65	>=65
6725	>=65	[49,65)
6726	[29,36)	[29,36)
6727	[49,65)	[49,65)
6728	>=65	>=65
6729	<29	<29
6730	<29	<29
6731	[49,65)	[49,65)
6732	<29	<29
6733	<29	<29
6734	[29,36)	[29,36)
6735	<29	<29
6736	[36,49)	未知
6737	[29,36)	[29,36)
6738	[49,65)	[49,65)
6739	[49,65)	[49,65)
6740	[29,36)	[29,36)
6741	<29	<29
6742	[49,65)	未知
6743	>=65	>=65
6744	[49,65)	[49,65)
6745	>=65	>=65
6746	<29	<29
6747	[29,36)	[29,36)
6748	>=65	[49,65)
6749	<29	<29
6750	<29	<29
6751	[29,36)	[29,36)
6752	[29,36)	[36,49)
6753	>=65	>=65
6754	[49,65)	>=65
6755	[29,36)	[29,36)
6756	<29	<29
6757	[36,49)	未知
6758	>=65	>=65
6759	[29,36)	[29,36)
6760	>=65	>=65
6761	>=65	>=65
6762	<29	<29
6763	>=65	[49,65)
6764	[49,65)	[49,65)
6765	>=65	[49,65)
6766	[29,36)	[29,36)
6767	[36,49)	未知
6768	<29	<29
6769	>=65	>=65
6770	<29	<29
6771	<29	<29
6772	[29,36)	[29,36)
6773	[36,49)	[36,49)
6774	[36,49)	[36,49)
6775	[36,49)	未知
6776	>=65	>=65
6777	<29	<29
6778	[49,65)	[49,65)
6779	<29	<29
6780	[49,65)	[49,65)
6781	>=65	>=65
6782	[29,36)	[29,36)
6783	>=65	>=65
6784	[29,36)	[29,36)
6785	[49,65)	未知
6786	[49,65)	[49,65)
6787	[49,65)	[49,65)
6788	[49,65)	[49,65)
6789	>=65	[49,65)
6790	[29,36)	[29,36)
6791	[36,49)	[36,49)
6792	<29	<29
6793	>=65	>=65
6794	<29	<29
6795	>=65	>=65
6796	[36,49)	[36,49)
6797	>=65	>=65
6798	<29	<29
6799	[49,65)	[49,65)
6800	<29	<29
6801	[29,36)	[29,36)
6802	[36,49)	[29,36)
6803	<29	<29
6804	>=65	>=65
6805	[36,49)	[36,49)
6806	<29	<29
6807	[29,36)	[36,49)
6808	[36,49)	[36,49)
6809	>=65	>=65
6810	<29	<29
6811	[49,65)	未知
6812	>=65	>=65
6813	[29,36)	[29,36)
6814	[49,65)	未知
6815	[49,65)	[49,65)
6816	[29,36)	[29,36)
6817	[29,36)	[29,36)
6818	<29	<29
6819	>=65	>=65
6820	>=65	[49,65)
6821	[49,65)	未知
6822	<29	<29
6823	>=65	>=65
6824	>=65	>=65
6825	>=65	>=65
6826	<29	<29
6827	<29	<29
6828	[49,65)	[49,65)
6829	[49,65)	未知
6830	<29	<29
6831	[49,65)	[49,65)
6832	[36,49)	[36,49)
6833	<29	<29
6834	<29	<29
6835	>=65	>=65
6836	>=65	>=65
6837	<29	<29
6838	<29	<29
6839	<29	<29
6840	[29,36)	[29,36)
6841	>=65	>=65
6842	<29	<29
6843	<29	<29
6844	>=65	>=65
6845	[36,49)	[36,49)
6846	>=65	>=65
6847	[36,49)	[36,49)
6848	<29	<29
6849	<29	<29
6850	[36,49)	[29,36)
6851	>=65	>=65
6852	[49,65)	[49,65)
6853	<29	<29
6854	>=65	>=65
6855	>=65	>=65
6856	>=65	>=65
6857	>=65	>=65
6858	<29	<29
6859	[36,49)	[36,49)
6860	>=65	[49,65)
6861	>=65	>=65
6862	<29	<29
6863	>=65	[49,65)
6864	[29,36)	[29,36)
6865	[49,65)	未知
6866	[29,36)	[29,36)
6867	[29,36)	[29,36)
6868	[29,36)	[29,36)
6869	<29	<29
6870	[36,49)	未知
6871	[29,36)	[29,36)
6872	[49,65)	[49,65)
6873	<29	<29
6874	[36,49)	[36,49)
6875	<29	<29
6876	[36,49)	[36,49)
6877	>=65	>=65
6878	>=65	[49,65)
6879	[36,49)	未知
6880	>=65	>=65
6881	<29	<29
6882	[36,49)	[36,49)
6883	[29,36)	[29,36)
6884	>=65	[49,65)
6885	[49,65)	未知
6886	<29	<29
6887	[49,65)	[49,65)
6888	[36,49)	[36,49)
6889	[29,36)	[29,36)
6890	>=65	>=65
6891	[49,65)	[49,65)
6892	[36,49)	[36,49)
6893	[36,49)	未知
6894	<29	<29
6895	>=65	>=65
6896	[29,36)	[29,36)
6897	[36,49)	未知
6898	[49,65)	[49,65)
6899	[36,49)	[29,36)
6900	>=65	>=65
6901	>=65	>=65
6902	<29	<29
6903	[29,36)	[29,36)
6904	<29	<29
6905	[29,36)	[29,36)
6906	>=65	[49,65)
6907	[36,49)	[29,36)
6908	[49,65)	[49,65)
6909	>=65	>=65
6910	<29	<29
6911	[29,36)	[29,36)
6912	[36,49)	[36,49)
6913	<29	<29
6914	[36,49)	未知
6915	>=65	>=65
6916	[36,49)	[36,49)
6917	[49,65)	未知
6918	<29	<29
6919	[49,65)	[49,65)
6920	[36,49)	未知
6921	<29	<29
6922	>=65	>=65
6923	>=65	>=65
6924	[49,65)	>=65
6925	>=65	>=65
6926	<29	<29
6927	<29	<29
6928	[49,65)	未知
6929	[29,36)	[29,36)
6930	<29	<29
6931	<29	<29
6932	[49,65)	[49,65)
6933	>=65	>=65
6934	<29	<29
6935	[36,49)	[29,36)
6936	[29,36)	[29,36)
6937	<29	<29
6938	[36,49)	[36,49)
6939	<29	<29
6940	<29	<29
6941	[29,36)	<29
6942	<29	<29
6943	[49,65)	[49,65)
6944	>=65	>=65
6945	[36,49)	[36,49)
6946	[29,36)	<29
6947	[36,49)	[36,49)
6948	<29	<29
6949	[49,65)	[49,65)
6950	<29	<29
6951	<29	<29
6952	<29	<29
6953	>=65	>=65
6954	[49,65)	>=65
6955	[36,49)	[36,49)
6956	[29,36)	[29,36)
6957	>=65	>=65
6958	[36,49)	未知
6959	<29	<29
6960	[36,49)	未知
6961	[49,65)	[49,65)
6962	>=65	>=65
6963	[36,49)	[29,36)
6964	[49,65)	>=65
6965	[49,65)	[49,65)
6966	[29,36)	[29,36)
6967	>=65	>=65
6968	[29,36)	[29,36)
6969	[29,36)	<29
6970	[29,36)	<29
6971	[36,49)	[36,49)
6972	<29	<29
6973	[49,65)	[49,65)
6974	[49,65)	[49,65)
6975	<29	<29
6976	[36,49)	[36,49)
6977	[29,36)	<29
6978	[49,65)	[49,65)
6979	>=65	>=65
6980	[36,49)	未知
6981	[49,65)	[49,65)
6982	[36,49)	[36,49)
6983	<29	<29
6984	>=65	>=65
6985	<29	<29
6986	[49,65)	[49,65)
6987	[29,36)	[36,49)
6988	<29	<29
6989	[36,49)	[29,36)
6990	[36,49)	[36,49)
6991	[29,36)	[29,36)
6992	[29,36)	<29
6993	[29,36)	[29,36)
6994	[36,49)	[29,36)
6995	[49,65)	[49,65)
6996	>=65	[49,65)
6997	[29,36)	[29,36)
6998	[36,49)	[36,49)
6999	>=65	>=65
7000	>=65	>=65
7001	[49,65)	[49,65)
7002	>=65	>=65
7003	>=65	>=65
7004	>=65	>=65
7005	>=65	>=65
7006	<29	<29
7007	[49,65)	[49,65)
7008	[49,65)	>=65
7009	<29	<29
7010	>=65	>=65
7011	[29,36)	<29
7012	<29	<29
7013	>=65	[49,65)
7014	[36,49)	[36,49)
7015	>=65	>=65
7016	>=65	>=65
7017	[49,65)	>=65
7018	[29,36)	[29,36)
7019	>=65	>=65
7020	[36,49)	[36,49)
7021	<29	<29
7022	<29	<29
7023	[36,49)	[36,49)
7024	[49,65)	[49,65)
7025	[36,49)	[36,49)
7026	[49,65)	[49,65)
7027	<29	<29
7028	[29,36)	[29,36)
7029	<29	<29
7030	[49,65)	[49,65)
7031	[29,36)	<29
7032	<29	<29
7033	<29	<29
7034	[36,49)	[36,49)
7035	<29	<29
7036	[49,65)	未知
7037	>=65	[49,65)
7038	[29,36)	[29,36)
7039	<29	<29
7040	[29,36)	[29,36)
7041	[36,49)	未知
7042	[36,49)	未知
7043	<29	<29
7044	>=65	>=65
7045	[49,65)	[49,65)
7046	<29	[29,36)
7047	>=65	>=65
7048	<29	<29
7049	<29	<29
7050	<29	<29
7051	[36,49)	[36,49)
7052	[29,36)	[29,36)
7053	[36,49)	[29,36)
7054	[49,65)	[49,65)
7055	>=65	>=65
7056	[36,49)	[36,49)
7057	[49,65)	>=65
7058	[29,36)	<29
7059	[29,36)	[36,49)
7060	[36,49)	[36,49)
7061	[36,49)	未知
7062	[36,49)	未知
7063	[29,36)	[36,49)
7064	<29	<29
7065	[29,36)	[29,36)
7066	[49,65)	[49,65)
7067	[36,49)	[36,49)
7068	<29	<29
7069	<29	<29
7070	<29	<29
7071	>=65	>=65
7072	>=65	>=65
7073	[36,49)	[36,49)
7074	[36,49)	[36,49)
7075	<29	<29
7076	[36,49)	[36,49)
7077	[36,49)	未知
7078	[29,36)	<29
7079	<29	<29
7080	[36,49)	[29,36)
7081	>=65	>=65
7082	<29	<29
7083	[49,65)	未知
7084	<29	<29
7085	[36,49)	[36,49)
7086	>=65	>=65
7087	[49,65)	[49,65)
7088	<29	<29
7089	>=65	>=65
7090	[49,65)	[49,65)
7091	[49,65)	[49,65)
7092	<29	<29
7093	[49,65)	[49,65)
7094	[36,49)	[36,49)
7095	>=65	>=65
7096	[36,49)	[36,49)
7097	>=65	>=65
7098	[49,65)	[49,65)
7099	<29	<29
7100	[36,49)	[36,49)
7101	[49,65)	>=65
7102	>=65	>=65
7103	<29	[29,36)
7104	[49,65)	[49,65)
7105	[29,36)	[29,36)
7106	[49,65)	[49,65)
7107	>=65	>=65
7108	>=65	[49,65)
7109	<29	<29
7110	>=65	>=65
7111	[36,49)	[36,49)
7112	>=65	>=65
7113	>=65	>=65
7114	[49,65)	[49,65)
7115	<29	<29
7116	>=65	[49,65)
7117	>=65	>=65
7118	<29	<29
7119	[36,49)	[36,49)
7120	>=65	>=65
7121	>=65	>=65
7122	[49,65)	[49,65)
7123	>=65	>=65
7124	>=65	>=65
7125	[29,36)	[29,36)
7126	[36,49)	[36,49)
7127	>=65	>=65
7128	>=65	>=65
7129	[29,36)	[29,36)
7130	<29	<29
7131	<29	<29
7132	<29	<29
7133	>=65	>=65
7134	[36,49)	[36,49)
7135	[49,65)	[49,65)
7136	[36,49)	[29,36)
7137	<29	<29
7138	[49,65)	[36,49)
7139	<29	<29
7140	>=65	>=65
7141	[49,65)	[49,65)
7142	[29,36)	[29,36)
7143	<29	<29
7144	[29,36)	[29,36)
7145	<29	<29
7146	[29,36)	[36,49)
7147	[49,65)	[49,65)
7148	[49,65)	未知
7149	<29	<29
7150	[29,36)	[29,36)
7151	<29	<29
7152	>=65	>=65
7153	>=65	>=65
7154	<29	<29
7155	<29	<29
7156	>=65	>=65
7157	[36,49)	[36,49)
7158	<29	<29
7159	[36,49)	未知
7160	[36,49)	[36,49)
7161	<29	<29
7162	[29,36)	[29,36)
7163	[49,65)	[49,65)
7164	>=65	>=65
7165	[36,49)	[29,36)
7166	[36,49)	[36,49)
7167	<29	<29
7168	>=65	>=65
7169	<29	<29
7170	>=65	[49,65)
7171	>=65	>=65
7172	[49,65)	[49,65)
7173	>=65	>=65
7174	<29	<29
7175	<29	[29,36)
7176	[36,49)	[36,49)
7177	[36,49)	[29,36)
7178	>=65	>=65
7179	[49,65)	[49,65)
7180	>=65	>=65
7181	[49,65)	[49,65)
7182	[36,49)	[36,49)
7183	>=65	>=65
7184	>=65	>=65
7185	[36,49)	[29,36)
7186	[49,65)	未知
7187	<29	未知
7188	>=65	>=65
7189	[49,65)	[49,65)
7190	[36,49)	[36,49)
7191	[29,36)	[29,36)
7192	[29,36)	[29,36)
7193	>=65	>=65
7194	[29,36)	[29,36)
7195	>=65	>=65
7196	>=65	>=65
7197	<29	<29
7198	>=65	>=65
7199	[29,36)	[29,36)
7200	[49,65)	[49,65)
7201	[29,36)	[29,36)
7202	<29	<29
7203	<29	<29
7204	>=65	>=65
7205	<29	<29
7206	[36,49)	[36,49)
7207	<29	<29
7208	[49,65)	[36,49)
7209	[49,65)	[49,65)
7210	[36,49)	未知
7211	[49,65)	[49,65)
7212	[36,49)	[36,49)
7213	>=65	>=65
7214	<29	<29
7215	<29	<29
7216	[49,65)	[49,65)
7217	[36,49)	[36,49)
7218	[36,49)	[36,49)
7219	<29	<29
7220	[36,49)	[36,49)
7221	[29,36)	[29,36)
7222	>=65	>=65
7223	[29,36)	[36,49)
7224	<29	<29
7225	>=65	>=65
7226	[49,65)	未知
7227	<29	[29,36)
7228	[49,65)	[49,65)
7229	[36,49)	[36,49)
7230	>=65	>=65
7231	>=65	>=65
7232	[36,49)	[36,49)
7233	<29	<29
7234	>=65	>=65
7235	<29	<29
7236	>=65	>=65
7237	<29	<29
7238	<29	<29
7239	<29	<29
7240	[36,49)	[36,49)
7241	[49,65)	[49,65)
7242	>=65	>=65
7243	<29	<29
7244	<29	<29
7245	>=65	>=65
7246	[36,49)	[36,49)
7247	[29,36)	[29,36)
7248	>=65	>=65
7249	[29,36)	[36,49)
7250	[49,65)	[49,65)
7251	<29	<29
7252	[36,49)	[36,49)
7253	[49,65)	[36,49)
7254	[29,36)	[29,36)
7255	>=65	>=65
7256	[29,36)	[29,36)
7257	[29,36)	[29,36)
7258	>=65	>=65
7259	[49,65)	[49,65)
7260	>=65	>=65
7261	<29	<29
7262	[49,65)	[49,65)
7263	>=65	>=65
7264	[36,49)	[36,49)
7265	<29	<29
7266	>=65	[49,65)
7267	[49,65)	未知
7268	[49,65)	[49,65)
7269	<29	<29
7270	[36,49)	[36,49)
7271	>=65	>=65
7272	[49,65)	未知
7273	[49,65)	[49,65)
7274	[29,36)	[29,36)
7275	<29	<29
7276	[29,36)	[29,36)
7277	[29,36)	<29
7278	[36,49)	[29,36)
7279	<29	<29
7280	[36,49)	[36,49)
7281	>=65	>=65
7282	[49,65)	[49,65)
7283	>=65	>=65
7284	[36,49)	[29,36)
7285	<29	<29
7286	>=65	>=65
7287	[29,36)	[29,36)
7288	>=65	>=65
7289	[36,49)	[36,49)
7290	>=65	[36,49)
7291	[36,49)	[36,49)
7292	<29	<29
7293	[29,36)	<29
7294	[36,49)	[36,49)
7295	[36,49)	未知
7296	<29	[29,36)
7297	[49,65)	[49,65)
7298	<29	<29
7299	<29	<29
7300	[49,65)	[49,65)
7301	<29	<29
7302	[36,49)	未知
7303	>=65	>=65
7304	[29,36)	[29,36)
7305	[49,65)	[49,65)
7306	>=65	>=65
7307	[36,49)	[36,49)
7308	[29,36)	[29,36)
7309	[29,36)	[29,36)
7310	>=65	>=65
7311	>=65	>=65
7312	[49,65)	[49,65)
7313	[29,36)	[29,36)
7314	[36,49)	未知
7315	[36,49)	[36,49)
7316	>=65	>=65
7317	[36,49)	[36,49)
7318	<29	<29
7319	[36,49)	[36,49)
7320	[36,49)	未知
7321	[36,49)	[36,49)
7322	[36,49)	[29,36)
7323	[29,36)	[29,36)
7324	[36,49)	未知
7325	[29,36)	[36,49)
7326	[29,36)	[29,36)
7327	[36,49)	[36,49)
7328	>=65	>=65
7329	>=65	>=65
7330	[49,65)	[49,65)
7331	[36,49)	未知
7332	>=65	>=65
7333	[36,49)	未知
7334	>=65	>=65
7335	[36,49)	[36,49)
7336	>=65	>=65
7337	[29,36)	[29,36)
7338	[49,65)	[49,65)
7339	[29,36)	[29,36)
7340	>=65	>=65
7341	>=65	>=65
7342	>=65	>=65
7343	[49,65)	[49,65)
7344	>=65	>=65
7345	<29	<29
7346	>=65	>=65
7347	[29,36)	[29,36)
7348	<29	<29
7349	[49,65)	[49,65)
7350	<29	[29,36)
7351	[49,65)	[49,65)
7352	[36,49)	[36,49)
7353	[36,49)	[36,49)
7354	[49,65)	未知
7355	[49,65)	未知
7356	>=65	>=65
7357	<29	<29
7358	>=65	>=65
7359	[49,65)	[49,65)
7360	[29,36)	[29,36)
7361	>=65	>=65
7362	[49,65)	[49,65)
7363	[29,36)	[29,36)
7364	[29,36)	[29,36)
7365	[49,65)	[49,65)
7366	<29	<29
7367	<29	<29
7368	<29	<29
7369	[49,65)	[49,65)
7370	>=65	>=65
7371	[49,65)	[49,65)
7372	[49,65)	[49,65)
7373	>=65	>=65
7374	<29	<29
7375	[36,49)	[36,49)
7376	[36,49)	[36,49)
7377	[49,65)	[49,65)
7378	[29,36)	[29,36)
7379	[49,65)	[49,65)
7380	[49,65)	[49,65)
7381	>=65	>=65
7382	<29	<29
7383	>=65	>=65
7384	[36,49)	[36,49)
7385	[36,49)	[36,49)
7386	>=65	[49,65)
7387	[29,36)	[29,36)
7388	[29,36)	[29,36)
7389	<29	<29
7390	[49,65)	未知
7391	<29	<29
7392	[36,49)	[36,49)
7393	[36,49)	[36,49)
7394	[36,49)	[36,49)
7395	<29	<29
7396	<29	<29
7397	[29,36)	[29,36)
7398	<29	<29
7399	<29	<29
7400	>=65	>=65
7401	<29	<29
7402	>=65	>=65
7403	[36,49)	[36,49)
7404	[49,65)	[49,65)
7405	>=65	>=65
7406	<29	<29
7407	[29,36)	[36,49)
7408	[49,65)	[36,49)
7409	[49,65)	[49,65)
7410	>=65	>=65
7411	>=65	>=65
7412	[49,65)	[49,65)
7413	<29	<29
7414	[36,49)	[36,49)
7415	[36,49)	[36,49)
7416	>=65	>=65
7417	>=65	>=65
7418	[36,49)	[36,49)
7419	[36,49)	未知
7420	<29	<29
7421	>=65	>=65
7422	[29,36)	[29,36)
7423	[49,65)	[49,65)
7424	>=65	>=65
7425	>=65	>=65
7426	<29	<29
7427	[49,65)	[49,65)
7428	[36,49)	[36,49)
7429	[49,65)	未知
7430	<29	<29
7431	[36,49)	[36,49)
7432	[49,65)	[49,65)
7433	[29,36)	[29,36)
7434	<29	<29
7435	>=65	>=65
7436	[49,65)	[49,65)
7437	>=65	>=65
7438	[49,65)	[49,65)
7439	[29,36)	[29,36)
7440	[49,65)	[49,65)
7441	<29	<29
7442	[29,36)	<29
7443	<29	<29
7444	[49,65)	[49,65)
